Wavelength (nm),Absorbance
215.0,0.10783789671930118
215.95477386934672,0.08922057180358914
216.90954773869348,0.14328743779046443
217.8643216080402,0.20358759239623297
218.81909547738692,0.13414847836253652
219.77386934673368,0.1545737797031986
220.7286432160804,0.2677793337332749
221.68341708542712,0.2519400196484576
222.63819095477388,0.21713937755032053
223.5929648241206,0.29714748506515704
224.54773869346735,0.2786624382393953
225.50251256281408,0.3127904950382906
226.4572864321608,0.38484453351058856
227.41206030150755,0.31614452589616965
228.36683417085428,0.366952991028329
229.321608040201,0.46870539504865527
230.27638190954775,0.49189739602428645
231.23115577889448,0.6059012336549036
232.1859296482412,0.5941653996694969
233.14070351758795,0.6198193982269556
234.09547738693468,0.8158044771380063
235.0502512562814,
236.00502512562815,0.8524972624790382
236.95979899497488,0.8317118604269513
237.9145728643216,0.9294206205715829
238.86934673366835,1.0153515734041523
239.82412060301507,
240.7788944723618,
241.73366834170855,1.1321671817129433
242.68844221105527,1.194742834554162
243.643216080402,1.2239166194065687
244.59798994974875,1.388497626568454
245.55276381909547,1.333989958182531
246.5075376884422,1.3171880105866245
247.46231155778895,1.4430067267642055
248.41708542713567,1.3688553339830718
249.3718592964824,1.4644343261429258
250.32663316582915,1.3760910618286917
251.28140703517587,1.4237044527899199
252.2361809045226,1.5119694609453458
253.19095477386935,1.5471040576951818
254.14572864321607,1.5229616605926817
255.1005025125628,1.5091430334292495
256.05527638190955,1.4969244315252102
257.0100502512563,1.4318677263883068
257.964824120603,1.4606440718436626
258.91959798994975,1.4617672357158236
259.8743718592965,1.5234483126349119
260.8291457286432,
261.78391959798995,1.3482033213439415
262.7386934673367,1.433177329676309
263.6934673366834,1.3772499324438947
264.64824120603015,1.34140300096182
265.6030150753769,1.3840745554390523
266.5577889447236,1.383038602401321
267.51256281407035,1.35604021465684
268.4673366834171,1.245697264944081
269.4221105527638,1.2507479158212367
270.37688442211055,1.26183322878612
271.3316582914573,1.2737310987614294
272.286432160804,1.181381443434385
273.24120603015075,1.1771967967163919
274.1959798994975,1.1130790520682319
275.1507537688442,1.0912760734626246
276.10552763819095,1.1751536861015188
277.0603015075377,1.1864875158482762
278.0150753768844,1.0998712412026364
278.96984924623115,1.139021383093467
279.9246231155779,
280.8793969849246,1.028738205168502
281.83417085427135,
282.7889447236181,
283.7437185929648,1.0196260368663028
284.69849246231155,1.0867033315024792
285.6532663316583,0.8645336049908698
286.608040201005,1.0235971707186116
287.56281407035175,0.9737122716747463
288.5175879396985,0.9410997072472747
289.4723618090452,0.9471269203088513
290.42713567839195,0.8294250884952852
291.3819095477387,0.9038482261590588
292.3366834170854,0.918477249847271
293.29145728643215,0.9600748924898352
294.2462311557789,
295.2010050251256,0.816249285909138
296.15577889447235,0.8165739222827446
297.1105527638191,0.8722913165867212
298.0653266331658,0.8277282214989413
299.02010050251255,0.7695231596173592
299.9748743718593,0.8063885767840114
300.92964824120605,0.7703294629963302
301.88442211055275,0.7987366637006865
302.8391959798995,
303.79396984924625,0.7039736311221351
304.74874371859295,0.6860475735761371
305.7035175879397,0.6179961269364842
306.65829145728645,0.6917462060430221
307.61306532663315,0.6760329146443711
308.5678391959799,0.6495648759844146
309.52261306532665,0.6242105910311522
310.4773869346734,0.552111613231899
311.4321608040201,0.5891005959077078
312.38693467336685,0.5805609007383211
313.3417085427136,0.5454519014065868
314.2964824120603,0.5656664392472082
315.25125628140705,0.5823810267083913
316.2060301507538,0.645202287533886
317.1608040201005,
318.11557788944725,0.5419232990028684
319.070351758794,0.5147188607131787
320.0251256281407,0.41207991226511553
320.97989949748745,0.49642814257809154
321.9346733668342,0.49063474042514493
322.8894472361809,
323.84422110552765,0.4580519673270098
324.7989949748744,0.4728798945575392
325.7537688442211,0.446244416823686
326.70854271356785,0.37974976561324936
327.6633165829146,0.48553781206387214
328.6180904522613,0.45620095853104886
329.57286432160805,0.4483457423232763
330.5276381909548,0.35348676758091324
331.4824120603015,0.4592224071368225
332.43718592964825,0.30907610693605836
333.391959798995,0.39855420464865515
334.3467336683417,0.46873323433440506
335.30150753768845,0.2996411451133035
336.2562814070352,0.3107731648090957
337.2110552763819,0.33395951103452415
338.16582914572865,0.29366895511955515
339.1206030150754,0.23116207015705398
340.0753768844221,0.3019739197771616
341.03015075376885,0.23529176645486383
341.9849246231156,0.30197213498076536
342.9396984924623,0.2222458633886748
343.89447236180905,0.3356926591964746
344.8492462311558,0.2090822171380484
345.8040201005025,0.2222768783937482
346.75879396984925,0.2692931487762351
347.713567839196,0.15742969664852124
348.6683417085427,0.2208355809525687
349.62311557788945,0.265458765728951
350.5778894472362,0.11053063141625807
351.5326633165829,
352.48743718592965,0.18605298714046395
353.4422110552764,0.2035264162777355
354.3969849246231,0.09417917585318802
355.35175879396985,0.08182057928569093
356.3065326633166,0.16599157670777026
357.2613065326633,0.1470371878454113
358.21608040201005,0.13725522185188788
359.1708542713568,0.13485040216158273
360.1256281407035,0.07658339194957364
361.08040201005025,0.11551644373047487
362.035175879397,0.11214113728035982
362.9899497487437,0.055619344145524906
363.94472361809045,0.17874064766935258
364.8994974874372,0.10352312587847758
365.8542713567839,0.014908400432218513
366.80904522613065,0.1022029790474531
367.7638190954774,0.015798824397728867
368.7185929648241,0.09929612734888087
369.67336683417085,0.1135268451213553
370.6281407035176,0.010458475686632683
371.5829145728643,0.09579090484232008
372.53768844221105,0.06461777696408713
373.4924623115578,0.08165822947116619
374.4472361809045,0.13218361038750442
375.40201005025125,0.022067657504678324
376.356783919598,0.0
377.3115577889447,0.0
378.26633165829145,0.0
