Wavelength (nm),Absorbance
217.0,0.0994396031811617
217.97883597883597,0.11972592008436155
218.95767195767195,0.14511346684073254
219.93650793650795,0.16810649691635562
220.91534391534393,0.22986302635699093
221.8941798941799,0.22193559732035498
222.87301587301587,
223.85185185185185,0.2743707033722972
224.83068783068782,0.3156595679614579
225.8095238095238,0.24769452966045774
226.7883597883598,0.4318394259680583
227.76719576719577,0.4442609542456439
228.74603174603175,0.5201634088497123
229.72486772486772,0.37106994148757017
230.7037037037037,0.668056645276855
231.68253968253967,0.6063518655930155
232.66137566137567,0.7201361940379658
233.64021164021165,0.665556138244977
234.61904761904762,0.8021340789564406
235.5978835978836,0.7735465534258603
236.57671957671957,0.8501587769904507
237.55555555555554,1.0321929520019637
238.53439153439155,0.981704046734602
239.51322751322752,1.0560359750013357
240.4920634920635,1.1413453578288177
241.47089947089947,1.173629952040804
242.44973544973544,1.2052819601732923
243.42857142857142,1.2624383859382393
244.40740740740742,1.4079328113152052
245.3862433862434,1.3252557765152895
246.36507936507937,1.3750688677478202
247.34391534391534,1.4506705450697293
248.32275132275132,1.4825784368345754
249.3015873015873,1.5117053257816142
250.2804232804233,1.5051321276533542
251.25925925925927,1.4326372349743848
252.23809523809524,1.5838180540169675
253.21693121693121,1.4530282740189027
254.1957671957672,1.5296427008390352
255.1746031746032,1.4771046648667852
256.15343915343914,1.508281827227698
257.13227513227514,1.5212195889159708
258.1111111111111,1.5110567751946244
259.0899470899471,1.50352499714132
260.0687830687831,1.548123271506178
261.04761904761904,1.4730387061740713
262.02645502645504,1.4193441021302553
263.005291005291,1.4595581520531793
263.984126984127,1.4495767734938834
264.96296296296293,1.306738913557698
265.94179894179894,1.375568946883184
266.92063492063494,1.3581712783342377
267.8994708994709,
268.8783068783069,1.3471565424143712
269.85714285714283,1.249094562185478
270.83597883597884,1.241696687432777
271.81481481481484,1.206283225676589
272.7936507936508,1.1960037315291203
273.7724867724868,1.1215069939220257
274.75132275132273,1.0862321141728026
275.73015873015873,1.2206756775543264
276.70899470899474,1.0820813145678323
277.6878306878307,1.0590443760018247
278.6666666666667,0.9857621911762127
279.64550264550263,1.046850690035531
280.62433862433863,0.9984696637202757
281.6031746031746,1.1329137367221436
282.5820105820106,1.0877608350088313
283.5608465608466,0.9894949472149133
284.53968253968253,1.1232447270826824
285.51851851851853,1.0464395834532518
286.4973544973545,0.9677750965727301
287.4761904761905,0.8455883043295835
288.4550264550264,1.0714751857651121
289.43386243386243,0.8736092897582741
290.41269841269843,0.846743033135568
291.3915343915344,0.9658182778911372
292.3703703703704,1.022103575853812
293.3492063492064,0.9545132376034157
294.32804232804233,0.8984534832834296
295.3068783068783,0.8847544458466875
296.2857142857143,0.8822787959248009
297.2645502645503,0.8620161107462277
298.2433862433862,0.8225031543131385
299.22222222222223,0.7979843434686038
300.20105820105823,0.7739780742037408
301.1798941798942,0.7237917287299371
302.1587301587302,0.7319322245052714
303.1375661375661,0.645930881091648
304.1164021164021,0.7104511582177401
305.0952380952381,0.6509408869705176
306.0740740740741,0.630438021261305
307.0529100529101,0.6801310196852666
308.031746031746,0.7265489316370706
309.010582010582,0.6889874154821801
309.989417989418,0.5509908031489689
310.968253968254,0.5668060818861876
311.9470899470899,0.650425930820578
312.9259259259259,0.5416871052010036
313.9047619047619,
314.8835978835979,0.5940970332602746
315.8624338624339,0.506507498527265
316.8412698412698,
317.8201058201058,0.4656668213485574
318.79894179894177,0.491367771837127
319.77777777777777,0.5266915785318025
320.7566137566138,0.42049177256198667
321.7354497354497,0.5117509356631098
322.7142857142857,
323.6931216931217,0.4968615603273113
324.67195767195767,0.4703081279373594
325.6507936507936,0.5172448370565778
326.6296296296296,0.44525399940036303
327.6084656084656,0.407488664463572
328.58730158730157,0.42503517639794036
329.56613756613757,0.4360282498681477
330.5449735449736,0.40122021170505623
331.5238095238095,0.39068328930937307
332.5026455026455,0.34338779795320457
333.48148148148147,0.3351304357610715
334.46031746031747,0.28788761144901315
335.4391534391534,0.43519580214099624
336.4179894179894,0.27518438774259785
337.3968253968254,0.29236139973943615
338.37566137566137,0.2806930096935045
339.35449735449737,0.3509548272735132
340.3333333333333,0.28105742223623126
341.3121693121693,0.34780330101183804
342.29100529100526,0.24138303693176005
343.26984126984127,0.27869472895508174
344.24867724867727,0.2127278845616633
345.2275132275132,0.3515828024806006
346.2063492063492,0.17487277772002335
347.1851851851852,0.23978568971007522
348.16402116402116,0.24615722199093873
349.1428571428571,0.2254806083889635
350.1216931216931,
351.1005291005291,0.1794540364915297
352.07936507936506,0.17899798407702333
353.05820105820106,0.1605283378173397
354.03703703703707,0.2073647533640602
355.015873015873,0.26122213436302893
355.99470899470896,0.1145896902619187
356.97354497354496,0.06599455461402395
357.95238095238096,0.12235088282002426
358.9312169312169,0.24829701341029975
359.9100529100529,0.07194577428791049
360.8888888888889,0.18717851573038707
361.86772486772486,0.18247865958945753
362.8465608465608,0.06456424413882683
363.82539682539687,
364.8042328042328,0.1618002719399143
365.78306878306876,0.0559077556873815
366.76190476190476,0.05944196105344069
367.74074074074076,0.03556292598805347
368.7195767195767,
369.6984126984127,0.023022476205377417
370.6772486772487,0.0
371.65608465608466,0.04903911243915392
372.6349206349206,0.005121496397328271
373.6137566137566,0.05182495171524825
374.5925925925926,0.0
375.57142857142856,0.050368257312538536
376.55026455026456,0.07265649158821001
377.52910052910056,0.0
378.5079365079365,0.04457294583733804
379.48677248677245,0.08496978026936976
380.46560846560845,0.0
381.44444444444446,0.10314462503604205
382.4232804232804,
383.4021164021164,0.0
384.3809523809524,0.011732692606848808
385.35978835978835,0.04103454346066588
386.3386243386243,0.01563292608964586
387.31746031746036,0.03759455688287679
388.2962962962963,0.0
389.27513227513225,0.017072323343942868
390.25396825396825,0.0
391.23280423280426,0.0013433591750893377
392.2116402116402,0.0
393.1904761904762,0.0
394.1693121693122,0.06671139369110263
395.14814814814815,
396.1269841269841,0.03433452088711771
397.1058201058201,0.0
398.0846560846561,0.0
399.06349206349205,0.06334784755832411
400.04232804232805,0.009463347272448115
401.02116402116405,0.11806225659354601
402.0,0.02151050248805378
