Wavelength (nm),Absorbance
220.0,0.14979581277470902
220.88235294117646,0.3004133909931263
221.76470588235293,0.2493932757830697
222.64705882352942,0.20973254308277303
223.52941176470588,0.2470805370808004
224.41176470588235,0.2327320577162328
225.2941176470588,0.3334360967766117
226.1764705882353,0.2802312046192484
227.05882352941177,0.4246744671343009
227.94117647058823,0.534742776604855
228.8235294117647,0.5096725783348364
229.7058823529412,0.4915196082743683
230.58823529411765,0.5842463222025965
231.47058823529412,0.6834445944568308
232.35294117647058,0.7268889901152017
233.23529411764707,0.6453573339946425
234.11764705882354,0.7692584461710207
235.0,0.784814810289527
235.88235294117646,0.8825438507731435
236.76470588235293,0.9111297767435508
237.64705882352942,0.8231464463185096
238.52941176470588,0.9735607062196004
239.41176470588235,1.0495531311545179
240.2941176470588,1.015592315343287
241.1764705882353,1.1627562535832825
242.05882352941177,1.1023017102525214
242.94117647058823,1.1814843532317774
243.8235294117647,1.329200813563502
244.70588235294116,
245.58823529411765,1.3647405352220916
246.47058823529412,1.2810902343158552
247.35294117647058,1.5024908460878046
248.23529411764707,1.4096341200714924
249.11764705882354,1.4527312703338173
250.0,1.476610251611876
250.88235294117646,1.5142803641861002
251.76470588235293,1.4207355820573158
252.64705882352942,1.505805132474579
253.52941176470588,1.4791677091961999
254.41176470588235,1.4304255940976747
255.29411764705884,1.5639580906557133
256.1764705882353,1.4937599904355756
257.05882352941177,
257.94117647058823,1.5058889735132288
258.8235294117647,1.469360080240904
259.70588235294116,1.5720088193735025
260.5882352941176,1.4562499931383988
261.47058823529414,1.3645286264875363
262.3529411764706,1.4049332875344143
263.2352941176471,1.4314297775420515
264.11764705882354,1.4137705610973739
265.0,1.3128880734670325
265.88235294117646,1.393542006596366
266.7647058823529,1.2385681599907492
267.6470588235294,1.3635934261878513
268.52941176470586,1.2202832865386108
269.4117647058823,1.2551261896723769
270.29411764705884,1.3002903371918493
271.1764705882353,1.2341902336448058
272.05882352941177,
272.94117647058823,1.2232564756718949
273.8235294117647,1.2396708779855423
274.70588235294116,1.2121667963954181
275.5882352941176,1.1207208396632258
276.47058823529414,1.1600328659461003
277.3529411764706,1.0376221540710222
278.2352941176471,1.0971544095986971
279.11764705882354,1.1275512210169738
280.0,
280.88235294117646,1.0832842486556034
281.7647058823529,1.03789849273045
282.6470588235294,1.0928306727835106
283.52941176470586,1.0203091485017457
284.4117647058823,0.989083766322016
285.29411764705884,1.0447228976495286
286.1764705882353,0.9181409370435681
287.05882352941177,1.001367168426768
287.94117647058823,0.9119833630314436
288.8235294117647,
289.70588235294116,0.92614945032018
290.5882352941177,0.9332120711439709
291.47058823529414,0.9341505089030745
292.3529411764706,0.8038933866476901
293.2352941176471,
294.11764705882354,0.9256862586164658
295.0,0.9032029925306946
295.88235294117646,0.8601272552333055
296.7647058823529,0.7645448611725222
297.6470588235294,0.8472465360560127
298.52941176470586,0.8395372759702674
299.4117647058823,0.7920898158169285
300.29411764705884,0.8367786559230157
301.1764705882353,0.7273728559196304
302.05882352941177,0.722052018405324
302.94117647058823,0.6094224443208736
303.8235294117647,
304.70588235294116,0.7220015986258824
305.5882352941176,0.6088166004295145
306.47058823529414,0.5917872924917681
307.3529411764706,0.6231239684753738
308.2352941176471,0.693719953485481
309.11764705882354,0.626555023093874
310.0,0.589131721761801
310.88235294117646,0.5671294307707561
311.7647058823529,0.5532206595622294
312.6470588235294,0.497677777855714
313.52941176470586,0.5228462721644132
314.4117647058823,0.5187922485510912
315.29411764705884,0.5957974331479008
316.1764705882353,0.5429524118416345
317.05882352941177,0.49974408673037934
317.94117647058823,0.646490482392597
318.8235294117647,0.48796936505684224
319.70588235294116,0.5698398253032873
320.5882352941176,0.583002413018816
321.47058823529414,0.4140341433159609
322.3529411764706,0.48691948687627523
323.2352941176471,0.4481193564354095
324.11764705882354,0.4348922060824415
325.0,0.48350038912143617
325.88235294117646,0.41551602578674735
326.7647058823529,0.4128094050895453
327.6470588235294,0.42015758452342594
328.52941176470586,0.4008444272038547
329.4117647058823,0.35177261814311006
330.29411764705884,0.4411606892895167
331.1764705882353,0.4446772434296279
332.05882352941177,0.400283450851712
332.94117647058823,0.3550903916630461
333.8235294117647,0.3294356148117126
334.70588235294116,0.32025655826255395
335.5882352941176,0.4640133720685959
336.47058823529414,0.3837129012186904
337.3529411764706,0.2854666687874588
338.2352941176471,
339.11764705882354,0.29059991609700037
340.0,0.32853684914386044
340.88235294117646,0.3171501461015091
341.7647058823529,0.33480297727666364
342.6470588235294,0.22877233782290127
343.52941176470586,0.2672569063693192
344.4117647058823,0.16536743151260125
345.29411764705884,0.1807696629504946
346.1764705882353,0.2787635966875741
347.05882352941177,
347.94117647058823,0.17464755319809347
348.8235294117647,0.20751659990666754
349.70588235294116,0.234035727185482
350.5882352941177,0.1377647483457103
351.47058823529414,0.008426356766445736
352.3529411764706,0.1307791027790597
353.2352941176471,0.22656768676479522
354.11764705882354,0.17562067855451427
355.0,0.21702524080294533
355.88235294117646,0.08680570123358257
356.7647058823529,0.05419580493211522
357.6470588235294,0.15227207589618172
358.52941176470586,0.13433969100804571
359.4117647058823,0.13102914371537022
360.2941176470588,0.15603633392486643
361.1764705882353,0.12433040849679979
362.05882352941177,0.11761284624378865
362.94117647058823,0.12739501827534438
363.8235294117647,0.11130507458750853
364.70588235294116,0.12382222539157403
365.5882352941177,0.12636629813208422
366.47058823529414,0.14773753553332714
367.3529411764706,0.03412612614563162
368.2352941176471,0.0862628257222685
369.11764705882354,0.039580155164895305
370.0,0.012488216168611295
370.88235294117646,0.015962460777094678
371.7647058823529,0.07165887936506263
372.6470588235294,0.0644881822234245
373.52941176470586,0.06044765011316326
374.4117647058823,0.026173878002313473
375.2941176470588,0.034837601468154365
376.17647058823525,0.0729302106914918
377.05882352941177,0.0
377.94117647058823,0.028505250782101012
378.8235294117647,0.029612611915484317
379.70588235294116,0.060763756627616586
380.5882352941177,0.0
381.47058823529414,0.09422257782889089
382.3529411764706,0.028517992524075234
383.2352941176471,0.02965215376321296
384.11764705882354,0.0
385.0,0.04052092751705082
385.88235294117646,0.014815489002559534
386.7647058823529,0.07175686242452133
387.6470588235294,0.0
388.52941176470586,0.018118866558906908
389.4117647058823,0.028900442627058123
390.2941176470588,0.0
391.17647058823525,0.0
392.05882352941177,0.0
392.94117647058823,0.014401736854783475
393.8235294117647,
394.70588235294116,0.05285371908659872
395.5882352941177,0.0
396.47058823529414,0.010108459339799564
397.3529411764706,0.021690840020524398
398.2352941176471,0.0
399.11764705882354,0.0
400.0,0.0
